,francise,address,TEL
697,오산고인돌공원점,"경기 오산시 문헌공로 3, 1층",031-831-3898
698,순천연향3지구점,전남 순천시 연향동 1686-2 1층,061-722-4590
699,경산사동점,경북 경산시 사동 31번지 102호,070-8648-0041
700,원주건강보험공단점,"강원도 원주시 반곡동 1913-7 가든식스.(1층 102호,103호)",033-813-0776
701,경북고령다산점,경북 고령군 다산면 평리6길 8,054-955-0706
702,가산AP타워점,서울 금천구 가산동 673(가산디지털1로 16) 가산skv1ap타워 105호,02-6138-2121
703,진주혁신점,경상남도 진주시 충무공동 282-3 동행빌딩 105호,070-7537-3827
704,전남장성점,전라남도 장성군 장성읍 영천리 1038-5 1층,061-393-7477
705,부산남구청점,부산광역시 남구 대연동 1766-10 ( 못골로 24-1 ),051-711-0803
706,아산온중로점,충남 아산시 온중로 47 1동 101호,041-910-0033
707,가산그레이트점,서울 금천구 가산동 60-5 갑을그레이트밸리 105호,02-2104-3530
708,완주봉동점,"전라북도 완주군 봉동읍 장기리 216-6, 1층",070-8672-6767
709,의정부발곡역점,경기도 의정부시 회룡로 178 발곡프라자 B19호,031-879-0410
710,천안성거점,충청남도 천안시 서북구 성거읍 성거길 107 1층,041-557-2777
711,수원호매실능실점,경기 수원시 권선구 호매실로104번길 24-76,031-548-4800
712,제주도남점,제주특별자치도 제주시 도남동 920-23,070-5056-3040
713,대구현풍테크노중리점,대구 달성군 현풍읍 테크노상업로 48,053-611-4151
714,빽다방 빵연구소 제주연동점,제주시 연동 256-2 1층,064-805-8403
715,원주흥업점,"강원도 원주시 흥업면 흥업리 1830-3, 1층",033-813-2223
716,미사센트럴자이점,경기 하남시 풍산동 504,070-8633-2260
717,천안신방성지점,"충청남도 천안시 동남구 서부대로 268, 104~105호",041-575-0410
718,성남상대원금상점,경기 성남시 중원구 금상로96번길 2 1층 104호,031-778-7663
719,전주인후점,전북 전주시 덕진구 인후동 1가 846-6 101호,063-903-0413
720,대전비래점,대전 대덕구 비래동로15번길 2,070-5066-3609
721,안양예술공원점,경기도 안양시 만안구 예술공원로 138 ,031-360-5890
722,오산세교금암점,경기 오산시 수청로 199 1층,031-8055-8795
723,대구칠곡팔거역점,"대구 북구 팔거천동로 222, 102호",053-716-0082
724,밀양미리벌점,경상남도 밀양시 삼문동 719-7 (미리벌 중앙로 46),055-354-1261
725,광양마동점,전남 광양시 마동 1053-5,070-5223-0979
726,광주첨단재활병원점,"광주광역시 광산구 쌍암동 666-2, 104호",062-973-0851
727,용마산역점,서울시 중랑구 면목로 27길 4 (면목동 372-21),070-8672-1172
728,목포상동점,"전라남도 목포시 옥암로 182, 1층​",070-8680-0600
729,강릉유천점,강원 강릉시 선수촌로 79-7 102호,033-823-0066
730,수원정자시장점,경기 수원시 장안구 수성로 261번길 6,031-548-4460
731,강릉포남점,강원 강릉시 포남동 1186-1 1층,033-823-0330
732,진주경상대후문점,경상남도 진주시 가좌동 868-25 (가좌길 17-1),070-8988-5886
733,안성아양점,경기도 안성시 옥산동 598(안성시 아양1로 77-10) 해천프라자 1동 103호,031-674-1594
734,신림대학점,"서울 관악구 신림로23길 21 (신림동, 웰탑스터디독서실) 1층",070-8648-1222
735,부산광안하버뷰점,부산광역시 수영구 민락수변로 49 광안KCC스위첸하버뷰 104호,070-5100-2840
736,부산금정구청점,부산광역시 금정구 부곡동 64-34 티아이더코어 101호,051-714-0299
737,대전노은3동점,"대전 유성구 지족동 1025-1 1층,106호",042-710-9600
738,수원곡선하늘채점,경기 수원시 권선구 곡반정로 151 1층,070-7542-8075
739,경주대릉원점,경북 경주시 황남동192-4,054-741-0022
740,수유시장점,서울 강북구 도봉로67길 8,02-989-3122
741,천안신부동아점,충남 천안시 동남구 터미널9길 25,070-8670-4707
742,평택법원점,경기 평택시 평남로 1039 105호,031-8054-8945
743,석촌역점,서울 송파구 백제고분로 385 102호,070-8676-1453
744,안국역점,서울 종로구 율곡로 63 (재동) 1층,02-744-8559
745,지축역점,경기 고양시 덕양구 지축1로 39 지축프라자 104호,02-381-6373
746,군산시청점,전북 군산시 조촌4길 15 (조촌동) 1층,070-5056-0332
747,태릉입구역점,"서울 노원구 동일로 986, 104호",070-4077-2127
748,순천금당점,"전남 순천시 해룡면 장선배기길 141, 1층 104호",070-8670-3058
749,서대문경희궁점,"서울 종로구 경교장길 35 (평동, 경희궁자이 3단지) 1층 3135호",070-4355-3301
750,대전갈마점,대전광역시 서구 신갈마로 110-1(갈마동),042-710-7677
751,창동역서부점,서울 도봉구 노해로63다길 10,02-2135-1221
752,부천도당산업단지점,경기 부천시 도당동 160-8,032-673-1117
753,대구효목점,대구 동구 효목로 35,053-751-1219
754,대전둔산청솔점,대전 서구 둔산로 216 (1층 빽다방 ),070-5066-6160
755,전주아중점,전라북도 전주시 덕진구 아중로 175 102호,070-5100-1995
756,문정역점,서울 송파구 문정동 643-1(법원로 114),02-2283-1165
757,삼송스칸센점,경기 고양시 덕양구 삼송로 240(삼송동 294) 힐스테이트삼송역스칸센 A동 124호,070-4667-3560
758,번동초교점,서울 강북구 번동 310-4 1층,070-5030-2273
759,화성병점2동점,경기도 화성시 병점2로 65 , 070-5100-1950
760,여수학동e편한점,전라남도 여수시 학동 1번지 일원 A동 102호,061-807-3644
761,광주양산중앙점,광주광역시 북구 양산로 43,070-5100-1021
762,남인천세무서점,"인천광역시 남동구 인하로 545 (구월동) 인택스빌딩 1층, 108호",032-471-8686
763,울산서부점,울산광역시 동구 방어진순환도로 925,052-713-8355
764,구로이앤씨6차점,"서울특별시 구로구 디지털로31길 41 (구로동, 이앤씨벤처드림타워6차), 1층 108호",02-869-1777
765,광명일직점,경기도 광명시 일직동 510-7,02-899-9975
766,대전맑은아침점,대전광역시 서구 내동 17-11 1층 111~112호,042-710-6633
767,상계역점,서울특별시 노원구 중계동 606 1층 105호,02-2088-5805
768,세종반곡점,"세종특별자치시 한누리대로 1828,108호",044-862-4431
769,건대동문회관점,서울특별시 광진구 아차산로36길 5,02-2088-1755
770,정릉뉴타운점,서울특별시 성북구 길음로9길 50 지2층8호 (길음동 1286외2필지 길음뉴타운 상가동 208호),02-2039-3644
771,용인마북점,"경기도 용인시 기흥구 마북로 159, 1층 115호",031-8019-8779
772,천안불당쌍용점,충청남도 천안시 서북구 불당11로 99 1층,041-622-3322
773,대전유성구청점,대전광역시 유성구 어은동 110 동천빌딩 1층,042-716-4045
774,구리수택점,경기도 구리시 수택동 847-7(체육관로80번길 9) 1층,031-567-9990
775,풍산역점,경기도 고양시 일산동구 중산동 1806 103호,070-4849-0027
776,제주애월좋은마트점,제주특별자치도 제주시 애월읍 신엄리 2489-5,064-799-1144
777,천안터미널점,"충청남도 천안시 동남구 만남로 15 (신부동, 민현빌딩)",041-523-5343
778,신당역점,서울특별시 중구 퇴계로 423 (황학동),070-8691-1530
779,안산본오2동점,경기도 안산시 상록구 각골로 68 (본오동) 1층,070-8691-2508
780,세종종촌점,세종특별자치시 종촌동 658 104호,044-864-3655
781,전주효자안행교점,전라북도 전주시 완산구 효자동1가 281-3 1층,063-222-0853
782,빽다방 빵연구소 김해삼계한라비발디점,경상남도 김해시 삼계동 634,055-321-3332
783,대전용두선화점,"대전광역시 중구 중앙로 23-17, 1층 상가 111호",042-223-1008
784,대구대신자이점,대구광역시 중구 달구벌대로 1955 상가302동 1층 빽다방,053-252-0248
785,경산삼성현공원점,경상북도 경산시 남산면 인흥리 363-15,053-801-9906
786,대구방촌상명점,대구광역시 동구 화랑로 383,053-982-7893
787,가산SKV1점,"서울특별시 금천구 가산디지털1로 171, skv1센터 102호",02-6244-8885
788,송도아트포레점,인천 연수구 송도동 84-2 A동 1층 111호,032-831-2085
789,광명소하점,경기도 광명시 소하로 81,02-897-9088
790,부천시청역점,경기 부천시 길주로 221 시티오피스 1층 102호,032-327-8242
791,북서울꿈의숲점,서울특별시 성북구 돌곶이로 220 코오롱하늘채아파트 상가 104동 106호,02-943-7555
792,군산대점,전라북도 군산시 황룡로 9,063-468-1379
793,회룡역점,경기도 의정부시 호원동 51-2,031-875-0811
794,광교에듀타운점,"경기도 수원시 영통구 이의동 1347-3, 에듀프라자 111호",070-7724-0024
795,충남계룡엄사점,충청남도 계룡시 엄사면 번영로 26,042-349-0096
796,숭실대점,서울특별시 동작구 상도동 501(사당로 10) 지하1층,02-3280-3910
797,세종다정점,세종특별자치시 다정중앙로 53,044-862-4432
798,청주율량9단지점,충청북도 청주시 청원구 율중로 79번길 8(율량동),043-211-7600
799,지식정보단지역점,"인천광역시 연수구 송도동 9-19, 에몬스프라자 1층 111호",032-215-7783
800,진주평거수정초점,경상남도 진주시 평거동 1113-1,055-741-9655
801,쌍문세라믹점,서울특별시 도봉구 도당로 10,02) 995-5551
802,울산삼산롯데점,울산광역시 남구 삼산로 278번길 4,052-257-4009
803,무안목포대점, 전라남도 무안군 청계면 도림길 87-23,061-452-4852
804,평택센트럴자이점,경기도 평택시 상서재로 50 상가109호,031-652-8631
805,대구대봉점,대구광역시 중구 대봉로 222,053-422-7898
806,인천숭의용마루점,인천광역시 미추홀구 인주대로 74 (용현동),032-888-8409
807,부개주공점,인천광역시 부평구 부흥로 416 101호 1층,032-511-7666
808,칠곡석적중리점,경상북도 칠곡군 석적읍 북중리3길 45,054-973-7773
809,광명새마을시장점,경기도 광명시 광명동 342-5 1층,02-2060-4512
810,양평중흥S클래스점,"서울특별시 영등포구 선유서로24길 6 (양평동1가, 영등포 중흥 S-CLASS) 1층 106호",02-2675-5880
811,해남군청점,전라남도 해남군 해남읍 성내리 21-1,061-535-0890
812,수원화서시장점,경기도 수원시 팔달구 동말로 53,0507-2093-8388
813,제주일도동문점,제주특별자치도 제주시 일도일동 1047-1 1층,064-755-0100
814,천안병천점,충청남도 천안시 동남구 병천면 아우내순대길 9,041-522-5126
815,보광점,서울특별시 용산구 보광로 47 1층 (보광동),02-794-5565
816,부천괴안점,"경기 부천시 범안로 43 (괴안동, B.K palace) 1층",070-4799-0404
817,전주반월점,전라북도 전주시 혁신로 697 108호,063-214-3922
818,인천만수역점,인천광역시 남동구 구월로 366 (만수동) 1층,032-466-1539
819,중화역점,"서울특별시 중랑구 봉화산로 39, 1층 101호",02-433-5183
820,동양미래대점,"서울특별시 구로구 고척동 76-181, 1층 101호",02-3666-5444
821,공릉역점,서울특별시 노원구 공릉동 395-8,02-975-5550
822,이천하이닉스점,경기도 이천시 부발읍 경충대로 2100,070-7619-0077
823,전주만성지구점,전라북도 전주시 덕진구 만성동로 59,070-7585-5595
824,개봉역북부점,서울특별시 구로구 경인로40길 41(개봉동 181-6),02-2688-2220
825,시흥매화점,경기도 시흥시 매화로 46,031-311-7775
826,영천완산점,경상북도 영천시 시장로 53,054-335-8847
827,안산역점,경기도 안산시 원곡동 798-6,031-495-7101
828,봉담동화마을점,경기 화성시 봉담읍 동화길 81-10 상도프라자 104호,031-227-1025
829,청주복대사거리점,충청북도 청주시 흥덕구 복대로 173,043-234-9980
830,안양충훈부점,경기도 안양시 만안구 석수동 785-16(충훈로 89) 1층 101호,031-341-0300
831,울산타임스퀘어점,울산광역시 남구 야음동 789-14 울산타임스퀘어 121호,070-4284-8060
832,안산본오신안점,경기도 안산시 상록구 본오동 871-6 성문빌딩 1층,070-4101-0060
833,전주삼천흥건점,전라북도 전주시 삼천동 1가 300-3,063-901-5321
834,빽다방 빵연구소 전주평화점,전라북도 전주시 완산구 평화로 210,063-903-0805
835,수원조원시장점,경기도 수원시 장안구 조원로 88,031-254-1540
836,의정부가능역점,경기도 의정부시 평화로 633-3(의정부동 236-9),031-821-7264
837,동탄호수공원점,경기도 화성시 동탄순환대로 127-5,031-374-5937
838,동탄역아이비파크점,경기도 화성시 동탄광역환승로 73,031-374-0132
839,충북보은점,충청북도 보은군 보은읍 보은로 105,070-7585-3324
840,연희삼거리점,서울특별시 서대문구 연희동 135-5(연희로 118),02-2039-3454
841,인천연안부두점,인천 중구 축항대로86번길 23,032-889-7077
842,아산배방연화점,충청남도 아산시 배방읍 용연로 91,041-534-4318
843,진주평거점,경상남도 진주시 순환로 539,055-920-8889
844,천안차암점,"충청남도 천안시 서북구 3공단6로 58-8, 102호",070-8814-2712
845,대구상인화성파크점,대구광역시 달서구 상인동 1596,053-633-0777
846,대구북구서변점,대구광역시 북구 서변동 1787 (호국로 215),053-201-5507
847,인천선학역점,인천광역시 연수구 학나래로118번길 47,032-816-9788
848,세종소담점,세종특별자치시 한누리대로 2016번지 1층,044-862-9290
849,안양석수중앙점,경기도 안양시 만안구 안양로 483(석수동 319-1),031-8068-8868
850,중계씨앤미점,서울특별시 노원구 동일로204가길 34,02-2243-1544
851,천안불당호반점,"충청남도 천안시 불당 34길 3-17, 1층",041-553-3113
852,돈암점,서울특별시 성북구 동선동4가 98-2,02-953-2351
853,인천서운산업단지점,"인천광역시 계양구 서운산단로 3길 4, sb타워 107호",032-555-9313
854,하남미사역점,"경기도 하남시 미사강변동로 85(망월동1106), 힐스테이트 에코 미사 111호",031-796-2329
855,대전용운에코포레점,대전광역시 동구 용운동 297 1층,042-285-5552
856,동탄영천K밸리점,경기 화성시 동탄첨단산업1로 14 동탄케이밸리 1층 112호,031-612-7161
857,충북혁신도시진천점,충청북도 진천군 덕산읍 시가로 14,043-535-8672
858,청주테크노폴리스점,"충청북도 청주시 흥덕구 송화로184번길 4, 102호",043-260-2389
859,강남역CGV점,서울특별시 강남구 테헤란로1길 48,02-566-5353
860,제주봉개DT점,제주특별자치도 제주시 봉개동 598,064-755-8686
861,별내파라곤스퀘어점,경기도 남양주시 별내동 975-4 별내파라곤스퀘어 1층 C112호,031-931-1443
862,경북고령중앙점,경상북도 고령군 대가야읍 중앙로 13-1 (구. 헌문리234번지),054-906-9828
863,제주연동긱스타점,"제주특별자치도 제주시 연동13길 3(연동,진선엘트빌) 1층",NULL
864,충남금산점,충청남도 금산군 금산읍 비단로 319,041-754-5100
865,전주효자LH점,전라북도 전주시 완산구 효자동2가 1332-1,063-714-2119
866,인천갈산점,"인천광역시 부평구 주부토로249번지 17, 부평지웰에스테이트 171동 1층 122호",032-221-3200
867,서귀포하원점,제주특별자치도 서귀포시 일주서로 443,064-803-0110
868,마곡역류마타워점,서울특별시 강서구 마곡동 798-2(공항대로 164) 류마타워 105호,02-6080-2912
869,전주본병원점,전라북도 전주시 완산구 서신동 855-3,063-272-2922
870,대전보건대점,대전 동구 우암로 329 1층(가양동),042-622-7780
871,뚝섬역점,서울특별시 성동구 성수동1가 14-51,02-6349-2800
872,마곡역로뎀타워점,"서울특별시 강서구 마곡동 799-1, 로뎀타워1층 127호",02­-6015-8860
873,석촌고분역점,서울특별시 송파구 삼전동 101-9 (백제고분로 257),02-422-8526
874,송도랜드마크시티점,"인천광역시 연수구 랜드마크로 68, 1층 40호",032-859-2006
875,대구알파시티점,대구광역시 수성구 시지동 584-1,053-791-4373
876,광주소촌점,"광주광역시 광산구 소촌로 147, 1층 109호",062-943-8855
877,부천U1센터점,"경기도 부천시 조마루로385번길 92, 1층 116호(원미동)",032-240-6060
878,삼양동사거리점,서울특별시 강북구 삼양로 169 (미아동),02-980-3382
879,옥정다올스퀘어점,경기도 양주시 옥정동 1049-4( 옥정로 139) 다올스퀘어빌딩 1층 109호,031-857-9849
880,봉화산역점,서울특별시 중랑구 신내로 211,02-3421-7971
881,수원북문점,"경기도 수원시 장안구 정조로 933번길 3, 1층",031-8031-5008
882,구일역점,"서울특별시 구로구 구일로 8길 56, 구일프라자 1층 102호(구로동)",02-858-1236
883,전남광양덕례점,전라남도 광양시 덕례리 1773-6,NULL
884,거여역점,서울특별시 송파구 거여동 27-5 1층,02-401-0119
885,대구연경점,대구광역시 북구 연경동 960-1,053-295-3864
886,광주진월금당점,광주광역시 남구 금당로 12-1,062-654-6286
887,송도캐슬파크점,인천광역시 연수구 송도동 8-20 번지,032-834-0816
888,성남상대원시장점,경기도 성남시 중원구 희망로 338,031-733-9030
889,천안목천점,충청남도 천안시 동남구 목천읍 충절로 896,041-566-4087
890,신서귀포점,제주도 서귀포시 신중로 26-8,NULL
891,광주신창사거리점,광주광역시 광산구 신창동 1220-1,062-962-1236
892,송도더테라스점,인천광역시 연수구 송도동 316번지 147호,032-833-0805
893,세종다온주유소점,"세종특별자치시 세종로 1328, 알뜰주유소",044-866-5184
894,별내로데오점,"경기 남양주시 별내중앙로 54 예스프라자프론티어, 1층 104호",031-573-0675
895,힐스테이트동탄역점,경기 화성시 동탄기흥로585 상가 126호,031-8043-4344
896,청주개신점,충청북도 청주시 서원구 개신도 628,043-234-0628
897,김해율하점,"경상남도 김해시 율하3로 45, 101호 (율하동, 유성프라자2)",055-311-7111
898,태백중앙점,강원도 태백시 황지로 164-1,033-552-1363
899,용인수지신봉점,경기도 용인시 수지구 신봉2로 3,031-265-1189
900,수락산역점,"서울특별시 노원구 상계동 1258, 오피앙상가 103호",02-939-0726
901,경산펜타힐즈점,경상북도 경산시 중산동 635-1 SM타워 117호,053-710-7771
902,성수뚝도점,서울특별시 성동구 성수동2가 339-23,02-467-4807
903,서충주신도시점,충청북도 충주시 중앙탑면 원앙9길 18-3,043-845-8578
904,청주동남점,"충청북도 청주시 상당구 중고개로141번길 11-1 (101,102호)",043-255-0700
905,중곡시장점,서울특별시 광진구 중곡동 192-5(서울 광진구 면목로 145),02-6489-0393
906,청주복대점,충청북도 청주시 흥덕구 복대동 2926,043-237-5549
907,청라SK뷰점,"인천광역시 서구 옥빛로 4, 1층 101호 (청라동)",032-566-4807 
908,용인한숲시티점,경기도 용인시 처인구 남사읍 한숲로 54 (아곡리),070-8822-5864
909,운정아이파크점,"경기도 파주시 심학산로 384, 아이파크아파트 상가1동 8호",031-945-3117
910,인천국제성모병원점,인천광역시 서구 탁옥로 104,032-566-6555
911,진해자은점,"경상남도 창원시 진해구 냉천로 156, B102호",055-551-2503
912,천안백석환서점,충남 천안시 서북구 한들3로 78-3 (백석동) 1층,041-555-1118
913,대전한민시장점,대전광역시 서구 가장동 61-19,070-7514-2135
914,송산그린시티점,"경기도 화성시 수노을중앙로 126, 1층 102호 (새솔동)",031-355-1464
915,일산강선점,경기도 고양시 일산서구 중앙로 1413 (주엽동 106-3),031-911-9911
916,대전정림점,대전광역시 서구 정림로 62-1,042-584-2100
917,대전복수점,대전 서구 복수동로 40,070-7756-4448
918,일산가좌마을점,경기도 고양시 일산서구 가좌1로 63,031-921-4544
919,전주효천지구점,전라북도 전주시 완산구 효자동2가 1359-6,063-237-2737
920,위례역점,"경기도 성남시 수정구 위례서일로 34, 성희프라자 103호",070-8884-2021
921,평택포승점,경기도 평택시 포승읍 여술2길 24,031-686-6008
922,김포사우점,"경기도 김포시 사우중로 79 (북변동 825), 1층 103호",031-998-7405
923,대전만년점,"대전광역시 서구 둔산대로 117번길 82, 그레이스K 2차 1층 101호 (만년동)",042-477-0111
924,대전문지점,대전광역시 유성구 문지동 649-2,042-864-1224
925,천안원성점,충청남도 천안시 동남구 버들로 127,041-522-3979​
926,작전현대점,인천광역시 계양구 작전동 580번지,032-548-7774
927,청주율량사천점,충청북도 청주시 청원구 율봉로 95,043-215-3330
928,제주법조타워점,"제주특별자치도 제주시 남광북1길 1 (이도이동, 제주법조타워)",064-725-1235
929,대구침산오페라점,대구광역시 북구 침산로 100,053-355-1101
930,미아역점,서울특별시 강북구 도봉로 190 비전빌딩,02-980-8881
931,광주첨단2지구점,"광주광역시 북구 첨단연신로 107번길 15, 1층 101호(신용동)",062-572-9900
932,경남하동점,경상남도 하동군 하동읍 경서대로 136,055-882-8870
933,대전신성점,대전광역시 유성구 신성남로 61,042-862-3700
934,먹골역점,서울특별시 중랑구 묵동 174-4번지,02-979-2208
935,성남신구대점,경기도 성남시 중원구 금광동 2399,031-741-4868
936,당진기지시점,충청남도 당진시 송악읍 반촌로 70-17,070-7585-6498
937,제주연동사거리점,"제주특별자치도 제주시 선덕로1, 103호",064-743-0179
938,수원권선시장점,경기도 수원시 권선구 세권로 184,031-891-3708
939,왜관역점,경상북도 칠곡군 왜관읍 중앙로8길 7,054-920-7571
940,일산풍동점,"경기도 고양시 일산동구 숲속마을로 44, 102호",031-903-4367
941,빽다방 빵연구소 전주기지제호수점,전라북도 전주시 덕진구 중동로 104-16,063-211-7596
942,세종어반아트리움점,"세종특별자치시 나성북로 30, 퍼스트원 105호",044-865-8099
943,충북진천점,충청북도 진천군 진천읍 상산로 73 (읍내리),043-534-5509
944,호구포역점,"인천광역시 남동구 논현동 636-1, 제일프라자 1층 101호",032-428-3522
945,문경모전점,경상북도 문경시 모전로 61,054-552-2080
946,빽다방 빵연구소 아산배방월천점,충청남도 아산시 배방읍 월천2길 96,041-533-3206
947,고양덕은드림점,경기도 고양시 덕양구 으뜸로 124,02-3158-1123
948,나주혁신점,전라남도 나주시 상야1길 7,070-7585-8808
949,고양신원당점,"경기도 고양시 덕양구 고양대로1384번길 7-5 (성사동, 서강프라자)",031-969-4246
950,행당무학점,서울특별시 성동구 행당동 317-63,02-2299-0226
951,아산역점,충남 아산시 배방읍 희망로46번길 19-3 104호 ,070-8657-0195 
952,인천원창북항점,인천 서구 원창동 381-68 그리니프라자 104호,032-579-8490
953,아산순천향대학교점,충청남도 아산시 신창면 읍내리 582-10,041-910-4999
954,용인둔전점,경기도 용인시 처인구 포곡읍 둔전리 155-5,031-333-5388
955,일산위시티점,경기 고양시 일산동구 위시티2로11번길 11 ,0507-0284-4807
956,금호금남시장점,서울특별시 성동구 금호동 4가 567,02-6015-1838
957,전북부안점,전북 부안군 부안읍 번영로 123,063-582-0817
958,서귀포올레중앙점,제주 서귀포시 중정로61번길 19,064-733-4780
959,갈산역점,인천광역시 부평구 부평대로 293,032-650-5758
960,광주호남대점,광주광역시 광산구 선운로 8,062-943-2456
961,군산나운점,전라북도 군산시 나운동 95-17,063-462-0724
962,대구월배점,"대구광역시 달서구 대천동 934번지, 102호",053-632-1010
963,강원화천점,강원도 화천군 화천읍 중앙로 9,033-442-7773
964,진주역점,"경상남도 진주시 관문로 7, 율곡스퀘어 프런티어",055-761-9020
965,신용산해링턴점,서울 용산구 서빙고로 17(한강로3가) 해링턴스퀘어 판매시설동 1층 9호,02-797-9110
966,장위뉴타운점,서울 성북구 장월로 140 (장위동) 1층 ,02-941-1016
967,안산초지역푸르지오점,경기도 안산시 단원구 화랑로 150(원곡동) 초지역메이저타운 푸르지오-에코상가2동 106호,031-405-1005
968,화순광덕점,전라남도 화순군 화순읍 중앙로 93,061-371-0099 
969,청대사거리점,충청북도 청주시 청원구 직지대로 890,043-902-0122
970,전북진안점,전라북도 진안군 진안읍 진무로 1105-1,063-432-0763
971,경산진량점,경상북도 경산시 진량읍 공단1로 2(진량읍 신상리),053-854-8767
972,부평금호점,인천광역시 부평구 원길로 34,070-7537-2559
973,미사스마트밸리점,경기도 하남시 풍산동 490-2(미사강변서로 16) R111호,031-5175-7111
974,대전판암역점,대전광역시 동구 옥천로 177,042-282-0507
975,대구동호점,대구광역시 동구 신서동 538-1 동화해오름타운 101동 4호,053-965-2224
976,부평남부역점,인천광역시 부평구 경인로 948,032-522-0414
977,대구용산점,대구광역시 달서구 용산서로 9,070-7543-7783
978,아산테크노밸리점,충청남도 아산시 둔포면 석곡리 1671 108호,041-546-8751
979,경주로데오점,경상북도 경주시 계림로 110-2,054-745-6070
980,고양향동점,경기도 고양시 덕양구 향동동 꽃마을로 4,070-7819-4494
981,김천구미역점,경상북도 김천시 혁신1로 50 율곡스퀘어 ktx 117호,054-434-0717
982,여수진남관점,전라남도 여수시 동문로 9,061-666-7629
983,상봉역점,"서울특별시 중랑구 상봉동 113-4, 102호",02-433-0993
984,송파사거리점,서울시 송파구 가락로 113 금도빌딩 1층,02-421-1005
985,대전도마네거리점,대전광역시 서구 도산로 38,042-348-1113
986,광주일곡점,광주광역시 북구 설죽로 516 1층,062-572-6699
987,목포용당점,전라남도 목포시 영산로 257,061-272-0011
988,익산모현점,전라북도 익산시 모현동1가 822,063-854-7700
989,수원황골마을점,경기도 수원시 영통구 영통로 511,031-202-5988
990,용인동천점,경기도 용인시 수지구 동천동 887번지 1층 108호,031-262-9696
991,서산해미점,충청남도 서산시 해미면 남문2로 123 (읍내리),041-688-8884
992,청주강서점,충청북도 청주시 흥덕구 강서로 115(강서동 481) 1층,043-237-2326
993,나주혁신빛가람점,전라남도 나주시 빛가람동 643-1(월정5길 1) 1층 102호,061-331-1253
994,홍성내포청사점,충청남도 홍성군 홍북읍 청사로48번길 4,041-635-0822
995,충북증평점,충북 증평군 증평읍 중앙로 197 1층 102호,043-836-8999
996,의정부금오점,경기도 의정부시 금오동 472-5(청사로 47번길 7-24),031-851-1800
997,김포감정점,경기도 김포시 중봉로 12,031-998-3737
998,진주금산점,경남 진주시 금산면 중천로 80 (장사리) ,055-758-1428
999,경남함양점,경상남도 함양군 함양읍 용평리 691-3,055-963-0316
1000,도봉구민회관점,서울특별시 도봉구 도봉로 551,02- 902-1711
1001,용답로데오점,서울특별시 성동구 용답중앙15길 18,02-2215-2284
1002,동묘역점,서울시 종로구 종로334,02-745-7080
1003,군포첨단점,경기도 군포시 번영로 40,031-462-0307
1004,홍대거리점,서울특별시 마포구 어울마당로 75,02-336-3221
1005,안성중앙로점,경기도 안성시 중앙로379번길 4,031-677-9633
1006,대림역점,서울시 영등포구 도림로 144,02-832-8188
1007,석계중앙점,서울 성북구 한천로78길 63,02-960-7686
1008,목포석현점,전라남도 목포시 영산로 626,061-283-2979
1009,용인구성언남점,"경기도 용인시 기흥구 구성로 102, 1층 114호",031-286-0316
1010,무안남악시장점,전라남도 무안군 삼향읍 남악5로48번길 5,061-283-5114
1011,인천가좌점,인천광역시 서구 원적로 96  1층,032-572-9185
1012,삼미시장점,경기도 시흥시 삼미시장4길 18,070-7537-0726
1013,위례센터점,경기도 성남시 수정구 위례광장로 300,031-757-9370
1014,청라호수공원점,인천광역시 서구 청라루비로 99,032-561-5989
1015,고창군청점,전라북도 고창군 고창읍 읍내리 229-9,063 -561-6333
1016,포항우현점,경북 포항시 북구 아치로 9 (우현동) 1층,054-254-0105
1017,세종아름점,세종특별자치시 아름동 1293 해피라움 105호,044-715-5699
1018,화양사거리점,서울특별시 성동구 성수동2가 281-16(아차산로17길 57),02-6466-5599
1019,수지성복점,경기도 용인시 수지구 성복1로 106,031-261-0181
1020,서정리역점,경기도 평택시 서정동 318-15(정암로 6),031-664-9989
1021,나주듀플렉스호텔점,전라남도 나주시 배멧2길 13 듀플렉스호텔 1층,061-332-4502
1022,영천시청점,경상북도 영천시 충효로 74,054-337-8045
1023,신정네거리역점,서울시 양천구 중앙로 276 1층,02-2643-0101
1024,전주에코시티점,전북 전주시 덕진구 세병로 22 1층 103호,063-275-5632
1025,대전건양대병원점,대전광역시 서구 관저동 1896,042-716-0910
1026,청라좋은병원점,"인천광역시 서구 청라에메랄드로 84, 청라딜라이트2차 104호",032-278-5511
1027,제주동광육거리점,제주특별자치도 서귀포시 안덕면 신화역사로 502,064-794-0060
1028,제주연북로점,제주특별자치도 제주시 노형동 721,064-900-7460
1029,태전한아람초점,"경기도 광주시 태봉로 145-1, 1층 104호 (태전동, 세진상가)",031-767-2691
1030,강동구청점,서울시 강동구 성내로3길 1,0507-0288-9558
1031,삼호대불점,전라남도 영암군 삼호읍 대불주거5로 6,061-464-9903
1032,정읍상동점,전라북도 정읍시 상동 183-5,063-538-6669
1033,오창과학단지점,충청북도 청주시 청원구 오창읍 오창중앙로 121,043-212-6441 
1034,대구서구청점,대구 서구 죽채보상로 254,070-8877-7979
1035,가오리역점,서울특별시 강북구 수유동 339-6,02-991-0037
1036,아산탕정점,충청남도 아산시 탕정면 탕정면로8번길 33-14 (명암리),041-544-2022
1037,천안시청점,충청남도 천안시 서북구 불당동 1489(불당25로 208),041-522-6677
